igre,disciplina,mesto,drzava,ime,rezultat 
Calgary 1988,1500m-women,16,FRG,Anja Mischke,00:02:07.300
Calgary 1988,1500m-women,17,POL,Zofia Tokarczyk,00:02:07.630
Calgary 1988,1500m-women,18,USA,Janet Goldman,00:02:07.710
Calgary 1988,1500m-women,19,JPN,Natsue Seki,00:02:08.520
Calgary 1988,1500m-women,20,NOR,Edel Therese Höiseth,00:02:08.540
Calgary 1988,1500m-women,21,CAN,Chantal Cote,00:02:08.720
Calgary 1988,1500m-women,22,PRK,Chun Ok Han,00:02:08.890
Calgary 1988,1500m-women,23,CAN,Caroline Maheux,00:02:09.340
Calgary 1988,1500m-women,24,KOR,Young Ok Kim,00:02:09.620
Calgary 1988,1500m-women,25,NOR,Minna Nystedt,00:02:09.660
Calgary 1988,1500m-women,26,KOR,Hye Sook Choi,00:02:10.830
Calgary 1988,1500m-women,27,FRA,Stéphanie Dumont,00:02:11.950
Calgary 1988,1500m-women,28,YUG,Bibija Kerla,00:02:12.400
Calgary 1988,3000m-women,1,NED,Yvonne Van Gennip,00:04:11.940
Calgary 1988,3000m-women,2,GDR,Andrea Ehrig,WR
Calgary 1988,3000m-women,3,GDR,Gabi Zange,00:04:12.090
Calgary 1988,3000m-women,4,GDR,Karin Enke,WR
Calgary 1988,3000m-women,5,POL,Erwina Rys,00:04:16.920
Calgary 1988,3000m-women,6,URS,Svetlana Boiko,00:04:18.800
Calgary 1988,3000m-women,7,JPN,Seiko Hashimoto,00:04:22.590
Calgary 1988,3000m-women,7,URS,Yelena Lapuga,00:04:22.900
Calgary 1988,3000m-women,9,URS,Yelena Tumanova,00:04:23.290
Calgary 1988,3000m-women,10,SWE,Jasmin Krohn,00:04:23.290
Calgary 1988,3000m-women,11,USA,Janet Goldman,00:04:24.070
Calgary 1988,3000m-women,12,FRG,Anja Mischke,00:04:25.060
Calgary 1988,3000m-women,13,ITA,Elena Belci,00:04:25.260
Calgary 1988,3000m-women,14,AUT,Emese Hunyady,00:04:26.300
Calgary 1988,3000m-women,15,CAN,Ariane Loignon,00:04:27.210
Calgary 1988,3000m-women,16,NED,Marieke Stam,00:04:27.560
Calgary 1988,3000m-women,17,PRK,Chun Ok Han,00:04:28.550
Calgary 1988,3000m-women,18,JPN,Natsue Seki,00:04:28.920
Calgary 1988,3000m-women,19,USA,Mary Ann Docter,00:04:29.160
Calgary 1988,3000m-women,20,USA,Leslie Bader,00:04:29.770
Calgary 1988,3000m-women,21,CHN,Qing Zhang,00:04:29.930
Calgary 1988,3000m-women,22,KOR,Young Ok Kim,00:04:30.090
Calgary 1988,3000m-women,23,PRK,Hwa Son Song,00:04:30.190
Calgary 1988,3000m-women,24,FRA,Marie France Van Helden,00:04:30.600
Calgary 1988,3000m-women,25,NOR,Minna Nystedt,00:04:31.050
Calgary 1988,3000m-women,26,CAN,Chantal Cote,00:04:32.340
Calgary 1988,3000m-women,27,FRA,Stéphanie Dumont,00:04:35.350
Calgary 1988,3000m-women,28,KOR,Hye Sook Choi,00:04:35.740
Calgary 1988,5000m-men,1,SWE,Tomas Gustafson,00:06:44.630
Calgary 1988,5000m-men,2,NED,Leo Visser,OR
Calgary 1988,5000m-men,3,NED,Gerard Kemkers,00:06:44.980
Calgary 1988,5000m-men,4,USA,Eric Flaim,OR
Calgary 1988,5000m-men,5,AUT,Michael Hadschieff,00:06:45.920
Calgary 1988,5000m-men,6,USA,David William Silk,00:06:47.090
Calgary 1988,5000m-men,7,NOR,Geir Karlstad,00:06:48.720
Calgary 1988,5000m-men,8,GDR,Roland Freier,00:06:49.950
Calgary 1988,5000m-men,9,USA,Mark Greenwald,00:06:50.880
Calgary 1988,5000m-men,10,AUS,Danny Kah,00:06:51.420
Calgary 1988,5000m-men,11,ITA,Roberto Sighel,00:06:51.980
Calgary 1988,5000m-men,12,NOR,Rolf Falk Larssen,00:06:52.140
Calgary 1988,5000m-men,13,NED,Herbert Dijkstra,00:06:53.040
Calgary 1988,5000m-men,14,JPN,Toru Aoyanagi,00:06:54.370
Calgary 1988,5000m-men,15,ITA,Bruno Milesi,00:06:54.630
Calgary 1988,5000m-men,16,FIN,Pertti Niittylä,00:06:54.700
Calgary 1988,5000m-men,17,URS,Dmitry Bochkaryov,00:06:54.930
Calgary 1988,5000m-men,18,FIN,Timo Järvinen,00:06:55.180
Calgary 1988,5000m-men,19,SWE,Per Bengtsson,00:06:56.570
Calgary 1988,5000m-men,20,AUT,Christian Eminger,OR
Calgary 1988,5000m-men,21,CAN,Benoit Lamarche,00:06:56.680
Calgary 1988,5000m-men,22,FRA,Hans Van Helden,00:06:57.050
Calgary 1988,5000m-men,23,URS,Sergey Berezin,00:06:57.220
Calgary 1988,5000m-men,24,FRG,Hansjörg Baltes,00:06:57.630
Calgary 1988,5000m-men,25,TCH,Jiri Kyncl,00:06:57.690
Calgary 1988,5000m-men,26,URS,Yury Klyuyev,00:06:58.080
Calgary 1988,5000m-men,27,JPN,Munehisa Kuroiwa,00:06:59.450
Calgary 1988,5000m-men,28,PRK,Yong Hun Song,00:06:59.820
Calgary 1988,5000m-men,29,KOR,Kwan Kyu Kim,00:07:00.010
Calgary 1988,5000m-men,30,SWE,Joakim Karlberg,00:07:01.550
Calgary 1988,5000m-men,31,CAN,Jean Pichette,00:07:01.560
Calgary 1988,5000m-men,32,JPN,Yoshiyuki Shimizu,00:07:02.130
Calgary 1988,5000m-men,33,NOR,Frode Syvertsen,00:07:02.300
Calgary 1988,5000m-men,34,CAN,Gordon Goplen,00:07:04.950
Calgary 1988,5000m-men,35,PRK,Ri Bin Im,00:07:05.350
Calgary 1988,5000m-men,36,KOR,Ik Hwan Hwang,00:07:05.570
Calgary 1988,5000m-men,37,GBR,Julian Green,00:07:08.490
Calgary 1988,5000m-men,38,GBR,Craig Albert Mcnicol,00:07:10.130
Calgary 1988,5000m-women,1,NED,Yvonne Van Gennip,00:07:14.130
Calgary 1988,5000m-women,2,GDR,Andrea Ehrig,WR
Calgary 1988,5000m-women,3,GDR,Gabi Zange,00:07:17.120
Calgary 1988,5000m-women,4,URS,Svetlana Boiko,WR
Calgary 1988,5000m-women,5,URS,Yelena Lapuga,00:07:21.610
Calgary 1988,5000m-women,6,JPN,Seiko Hashimoto,00:07:28.390
Calgary 1988,5000m-women,7,GDR,Gunda Niemann Stirnemann,00:07:28.650
Calgary 1988,5000m-women,8,SWE,Jasmin Krohn,00:07:34.430
Calgary 1988,5000m-women,9,PRK,Chun Ok Han,00:07:34.590
Calgary 1988,5000m-women,10,USA,Janet Goldman,fall
Calgary 1988,5000m-women,11,USA,Mary Ann Docter,00:07:36.560
Calgary 1988,5000m-women,12,ITA,Elena Belci,00:07:36.810
Calgary 1988,5000m-women,13,NED,Marieke Stam,00:07:36.980
Calgary 1988,5000m-women,14,NED,Ingrid Paul,00:07:37.000
Calgary 1988,5000m-women,15,URS,Yelena Tumanova,00:07:37.230
Calgary 1988,5000m-women,16,CHN,Xiao Yen Wang,00:07:38.020
Calgary 1988,5000m-women,17,KOR,Young Ok Kim,00:07:40.670
Calgary 1988,5000m-women,18,CAN,Natalie Grenier,00:07:40.820
Calgary 1988,5000m-women,19,JPN,Natsue Seki,00:07:46.300
Calgary 1988,5000m-women,20,CAN,Ariane Loignon,00:07:46.510
Calgary 1988,5000m-women,21,POL,Erwina Rys,00:07:46.960
Calgary 1988,5000m-women,22,USA,Nancy Louise Swider,00:07:47.430
Calgary 1988,5000m-women,23,CAN,Kathy Gordon,00:07:49.550
Calgary 1988,5000m-women,24,NOR,Minna Nystedt,00:07:50.430
Calgary 1988,5000m-women,25,FRA,Stéphanie Dumont,fall
Calgary 1988,10000m-men,1,SWE,Tomas Gustafson,00:13:48.200
Calgary 1988,10000m-men,2,AUT,Michael Hadschieff,WR
Calgary 1988,10000m-men,3,NED,Leo Visser,00:13:56.110
Calgary 1988,10000m-men,4,USA,Eric Flaim,OR
Calgary 1988,10000m-men,5,NED,Gerard Kemkers,00:14:00.550
Calgary 1988,10000m-men,6,URS,Yury Klyuyev,OR
Calgary 1988,10000m-men,7,ITA,Roberto Sighel,00:14:05.570
Calgary 1988,10000m-men,8,GDR,Roland Freier,00:14:08.340
Calgary 1988,10000m-men,9,URS,Sergey Berezin,OR/fall
Calgary 1988,10000m-men,10,CAN,Benoit Lamarche,00:14:09.680
Calgary 1988,10000m-men,11,NED,Herbert Dijkstra,OR
Calgary 1988,10000m-men,12,SWE,Joakim Karlberg,00:14:13.600
Calgary 1988,10000m-men,13,ITA,Bruno Milesi,00:14:19.160
Calgary 1988,10000m-men,14,USA,David William Silk,00:14:20.480
Calgary 1988,10000m-men,15,FIN,Pertti Niittylä,00:14:21.390
Calgary 1988,10000m-men,16,TCH,Jiri Kyncl,00:14:22.530
Calgary 1988,10000m-men,17,FIN,Timo Järvinen,00:14:22.940
Calgary 1988,10000m-men,18,URS,Aleksandr Mozin,00:14:23.840
Calgary 1988,10000m-men,19,AUT,Christian Eminger,00:14:25.560
Calgary 1988,10000m-men,20,CAN,Gordon Goplen,00:14:26.570
Calgary 1988,10000m-men,21,NOR,Frode Syvertsen,00:14:27.320
Calgary 1988,10000m-men,22,KOR,Kwan Kyu Kim,00:14:27.690
Calgary 1988,10000m-men,23,FRA,Hans Van Helden,00:14:28.910
Calgary 1988,10000m-men,24,JPN,Toru Aoyanagi,00:14:30.210
Calgary 1988,10000m-men,25,USA,Jeffrey Klaiber,00:14:31.180
Calgary 1988,10000m-men,26,AUS,Colin Victor Coates,00:14:32.080
Calgary 1988,10000m-men,27,FRG,Hansjörg Baltes,00:14:34.650
Calgary 1988,10000m-men,28,JPN,Yoshiyuki Shimizu,00:14:34.840
Calgary 1988,10000m-men,29,CHN,Shuhai Lu,00:14:34.870
Calgary 1988,10000m-men,30,GBR,Julian Green,00:14:38.600
Albertville 1992,500m-men,1,GER,Uwe Jens Mey,37.140
Albertville 1992,500m-men,2,JPN,Toshiyuki Kuroiwa,37.180
Albertville 1992,500m-men,3,JPN,Junichi Inoue,37.260
Albertville 1992,500m-men,4,USA,Daniel Jansen,37.460
Albertville 1992,500m-men,5,JPN,Yasunori Miyabe,37.490
Albertville 1992,500m-men,5,NED,Gerard Van Velde,37.490
Albertville 1992,500m-men,7,EUN,Aleksandr Golubev,37.510
Albertville 1992,500m-men,8,EUN,Igor Zhelezovsky,37.570
Albertville 1992,500m-men,9,CHN,Chen Song,37.580
Albertville 1992,500m-men,10,KOR,Yoon Man Kim,37.600
Albertville 1992,500m-men,11,CHN,Hong Bo Liu,37.660
Albertville 1992,500m-men,12,KOR,Seong Ryeol Jegar,37.710
Albertville 1992,500m-men,13,USA,Nick Thometz,37.830
Albertville 1992,500m-men,14,CAN,Robert Dubreuil,37.860
Albertville 1992,500m-men,14,EUN,Vadim Shakshakbayev,37.860
Albertville 1992,500m-men,16,CAN,Guy Thibault,37.890
Albertville 1992,500m-men,17,CAN,Kevin Scott,38.020
Albertville 1992,500m-men,18,JPN,Yukinori Miyabe,38.120
Albertville 1992,500m-men,19,USA,Martin Pierce,38.150
Albertville 1992,500m-men,20,SWE,Björn Forslund,38.240
Albertville 1992,500m-men,21,EUN,Sergey Klevchenya,38.260
Albertville 1992,500m-men,22,USA,Dave Cruikshank,38.280
Albertville 1992,500m-men,23,GER,Peter Adeberg,38.330
Albertville 1992,500m-men,24,PRK,Yong Chol Li,38.380
Albertville 1992,500m-men,25,GER,Olaf Zinke,38.400
Albertville 1992,500m-men,26,FIN,Harri Ilkka,38.480
Albertville 1992,500m-men,27,CHN,Jun Dai,38.510
Albertville 1992,500m-men,27,NED,Rintje Ritsma,38.510
Albertville 1992,500m-men,29,NED,Arie Loef,38.610
Albertville 1992,500m-men,30,CAN,Sean Ireland,38.700
Albertville 1992,500m-men,31,POL,Pawel Abratkiewicz,38.740
Albertville 1992,500m-men,31,KOR,In Hoon Lee,38.740
Albertville 1992,500m-men,33,SWE,Hans Markström,38.890
Albertville 1992,500m-men,34,SWE,Bo König,39.060
Albertville 1992,500m-men,35,PRK,In Chol Choi,39.590
Albertville 1992,500m-men,36,ROU,Zsolt Balo,39.700
Albertville 1992,500m-men,37,HUN,Csaba Madarasz,40.410
Albertville 1992,500m-men,38,SWE,Joakim Karlberg,40.710
Albertville 1992,500m-men,39,TCH,Jiri Kyncl,40.920
Albertville 1992,500m-men,40,AUT,Roland Brunner,42.180
Albertville 1992,500m-men,41,TCH,Jiri Musil,fall
Albertville 1992,500m-men,42,YUG,Bajro Cenanovic,42.200
Albertville 1992,500m-men,43,YUG,Slavenko Likic,43.090
Albertville 1992,500m-women,1,USA,Bonnie Blair,40.330
Albertville 1992,500m-women,2,CHN,Qiaobo Ye,40.510
Albertville 1992,500m-women,3,GER,Christa Luding Rothenburger,40.570
Albertville 1992,500m-women,4,GER,Monique Garbrecht Enfeldt,40.630
Albertville 1992,500m-women,5,NED,Christine Aaftink,40.660
Albertville 1992,500m-women,6,CAN,Susan Auch,40.830
Albertville 1992,500m-women,7,JPN,Kyoko Shimazaki,40.980
Albertville 1992,500m-women,8,GER,Angela Hauck,41.100
Albertville 1992,500m-women,9,KOR,Seon Hui Yu,41.280
Albertville 1992,500m-women,10,GER,Anke Baier Loef,41.300
Albertville 1992,500m-women,11,NED,Herma Meyer,41.310
Albertville 1992,500m-women,12,JPN,Seiko Hashimoto,41.320
Albertville 1992,500m-women,13,CHN,Rui Hong Xue,41.470
Albertville 1992,500m-women,14,CAN,Catriona Le May Doan,41.590
Albertville 1992,500m-women,15,EUN,Natalia Polozkova,41.610
Albertville 1992,500m-women,16,EUN,Oxana Ravilova,41.730
Albertville 1992,500m-women,17,USA,Kristen Talbot,41.770
Albertville 1992,500m-women,18,CAN,Shelley Rhead,41.830
Albertville 1992,500m-women,19,CHN,Yue Shi Liu,41.850
Albertville 1992,500m-women,20,NOR,Edel Therese Höiseth,41.890
Albertville 1992,500m-women,21,ROU,Mihaela Dascalu,41.900
Albertville 1992,500m-women,22,USA,Peggy Clasen,41.950
Albertville 1992,500m-women,23,JPN,Noriko Toda,41.970
Albertville 1992,500m-women,24,JPN,Yoko Fukazawa,42.180
Albertville 1992,500m-women,25,PRK,Hwa Son Song,42.230
Albertville 1992,500m-women,26,USA,Michelle Kline,42.410
Albertville 1992,500m-women,27,PRK,Chang Suk Chong,42.450
Albertville 1992,500m-women,28,PRK,Chun Wol Kim,42.470
Albertville 1992,500m-women,29,EUN,Yelena Tyushnyakova,42.650
Albertville 1992,500m-women,30,ROU,Cerasela Hordobetiu,42.680
Albertville 1992,500m-women,31,EUN,Lyudmila Prokasheva,43.190
Albertville 1992,500m-women,32,HUN,Krisztina Egyed,43.390
Albertville 1992,1000m-men,1,GER,Olaf Zinke,00:01:14.850
Albertville 1992,1000m-men,2,KOR,Yoon Man Kim,00:01:14.860
Albertville 1992,1000m-men,3,JPN,Yukinori Miyabe,00:01:14.920
Albertville 1992,1000m-men,4,NED,Gerard Van Velde,00:01:14.930
Albertville 1992,1000m-men,5,GER,Peter Adeberg,00:01:15.040
Albertville 1992,1000m-men,6,EUN,Igor Zhelezovsky,00:01:15.050
Albertville 1992,1000m-men,7,CAN,Guy Thibault,00:01:15.360
Albertville 1992,1000m-men,8,EUN,Nikolay Gulyaev,00:01:15.460
Albertville 1992,1000m-men,9,JPN,Toshiyuki Kuroiwa,00:01:15.560
Albertville 1992,1000m-men,10,NED,Falko Zandstra,00:01:15.570
Albertville 1992,1000m-men,11,JPN,Yuji Fujimoto,00:01:15.780
Albertville 1992,1000m-men,12,NED,Rintje Ritsma,00:01:15.960
Albertville 1992,1000m-men,13,EUN,Aleksandr Klimov,00:01:16.050
Albertville 1992,1000m-men,14,NED,Arie Loef,00:01:16.180
Albertville 1992,1000m-men,15,USA,Nick Thometz,00:01:16.190
Albertville 1992,1000m-men,16,USA,Eric Flaim,00:01:16.470
Albertville 1992,1000m-men,16,CAN,Kevin Scott,00:01:16.470
Albertville 1992,1000m-men,18,PRK,In Chol Choi,00:01:16.500
Albertville 1992,1000m-men,19,JPN,Yasunori Miyabe,00:01:16.520
Albertville 1992,1000m-men,20,USA,David Besteman,00:01:16.570
Albertville 1992,1000m-men,21,CHN,Chen Song,00:01:16.740
Albertville 1992,1000m-men,22,AUT,Roland Brunner,00:01:16.760
Albertville 1992,1000m-men,23,CAN,Sean Ireland,00:01:17.030
Albertville 1992,1000m-men,24,AUT,Michael Hadschieff,00:01:17.170
Albertville 1992,1000m-men,25,EUN,Andrei Bakhvalov,00:01:17.210
Albertville 1992,1000m-men,26,USA,Daniel Jansen,00:01:17.340
Albertville 1992,1000m-men,26,KOR,Seong Ryeol Jegar,00:01:17.340
Albertville 1992,1000m-men,28,POL,Pawel Abratkiewicz,00:01:17.400
Albertville 1992,1000m-men,29,NOR,Adne Sondral,00:01:17.560
Albertville 1992,1000m-men,30,CHN,Yan Fei Liu,00:01:17.590
Albertville 1992,1000m-men,31,SWE,Björn Forslund,00:01:17.710
Albertville 1992,1000m-men,32,POL,Pawel Jaroszek,00:01:17.820
Albertville 1992,1000m-men,33,GBR,Craig Albert Mcnicol,00:01:17.950
Albertville 1992,1000m-men,34,FIN,Harri Ilkka,00:01:17.960
Albertville 1992,1000m-men,34,AUS,Danny Kah,00:01:17.960
Albertville 1992,1000m-men,36,ROU,Zsolt Balo,00:01:18.120
Albertville 1992,1000m-men,37,PRK,Yong Chol Li,00:01:18.170
Albertville 1992,1000m-men,38,AUS,Phillip Tahmindjis,00:01:18.770
Albertville 1992,1000m-men,39,KOR,In Hoon Lee,00:01:19.080
Albertville 1992,1000m-men,40,CHN,Jun Dai,00:01:19.210
Albertville 1992,1000m-men,41,HUN,Csaba Madarasz,00:01:20.580
Albertville 1992,1000m-men,42,MGL,Sodnomdarjaa Altangadasyn,00:01:21.400
Albertville 1992,1000m-men,43,YUG,Slavenko Likic,00:01:28.570
Albertville 1992,1000m-men,44,FRA,Thierry Lamberton,00:01:31.640
Albertville 1992,1000m-men,45,CAN,Patrick Kelly,fall
Albertville 1992,1000m-women,1,USA,Bonnie Blair,00:01:21.900
Albertville 1992,1000m-women,2,CHN,Qiaobo Ye,00:01:21.920
Albertville 1992,1000m-women,3,GER,Monique Garbrecht Enfeldt,00:01:22.100
Albertville 1992,1000m-women,4,NED,Christine Aaftink,00:01:22.600
Albertville 1992,1000m-women,5,JPN,Seiko Hashimoto,00:01:22.630
Albertville 1992,1000m-women,6,ROU,Mihaela Dascalu,00:01:22.850
Albertville 1992,1000m-women,7,EUN,Yelena Tyushnyakova,00:01:22.970
Albertville 1992,1000m-women,8,GER,Christa Luding Rothenburger,00:01:23.060
Albertville 1992,1000m-women,9,GER,Anke Baier Loef,00:01:23.310
Albertville 1992,1000m-women,10,AUT,Emese Hunyady,00:01:23.400
Albertville 1992,1000m-women,11,KOR,Seon Hui Yu,00:01:23.490
Albertville 1992,1000m-women,12,NED,Herma Meyer,00:01:23.500
Albertville 1992,1000m-women,13,NOR,Edel Therese Höiseth,00:01:23.850
Albertville 1992,1000m-women,14,GER,Angela Hauck,00:01:24.110
Albertville 1992,1000m-women,15,EUN,Oxana Ravilova,00:01:24.140
Albertville 1992,1000m-women,16,NED,Sandra Voetelink,00:01:24.210
Albertville 1992,1000m-women,17,CAN,Susan Auch,00:01:24.270
Albertville 1992,1000m-women,18,JPN,Kyoko Shimazaki,00:01:24.280
Albertville 1992,1000m-women,18,POL,Ewa Wasilewska,00:01:24.280
Albertville 1992,1000m-women,20,EUN,Natalia Polozkova,00:01:24.300
Albertville 1992,1000m-women,21,NOR,Else Ragni Yttredal,00:01:24.540
Albertville 1992,1000m-women,22,CHN,Yue Shi Liu,00:01:24.710
Albertville 1992,1000m-women,23,JPN,Noriko Toda,00:01:24.960
Albertville 1992,1000m-women,24,JPN,Yoko Fukazawa,00:01:25.000
Albertville 1992,1000m-women,25,CAN,Shelley Rhead,00:01:25.040
Albertville 1992,1000m-women,26,PRK,Chang Suk Chong,00:01:25.100
Albertville 1992,1000m-women,27,CHN,Rui Hong Xue,00:01:25.110
Albertville 1992,1000m-women,28,EUN,Yelena Lapuga,00:01:25.210
Albertville 1992,1000m-women,29,USA,Peggy Clasen,00:01:25.310
Albertville 1992,1000m-women,30,PRK,Hwa Son Song,00:01:25.800
Albertville 1992,1000m-women,31,CAN,Catriona Le May Doan,00:01:25.910
Albertville 1992,1000m-women,32,USA,Moira D'Andrea,00:01:26.130
Albertville 1992,1000m-women,33,PRK,Chun Wol Kim,00:01:26.490
Albertville 1992,1000m-women,34,HUN,Krisztina Egyed,00:01:27.810
Albertville 1992,1500m-men,1,NOR,Johann Olav Koss,00:01:54.810
Albertville 1992,1500m-men,2,NOR,Adne Sondral,00:01:54.850
Albertville 1992,1500m-men,3,NED,Leo Visser,00:01:54.900
Albertville 1992,1500m-men,4,NED,Rintje Ritsma,00:01:55.700
Albertville 1992,1500m-men,5,NED,Bart Veldkamp,00:01:56.330
Albertville 1992,1500m-men,6,GER,Olaf Zinke,00:01:56.740
Albertville 1992,1500m-men,7,NED,Falko Zandstra,00:01:56.960
Albertville 1992,1500m-men,8,NOR,Geir Karlstad,00:01:56.980
Albertville 1992,1500m-men,9,JPN,Yukinori Miyabe,00:01:56.990
Albertville 1992,1500m-men,10,EUN,Igor Zhelezovsky,00:01:57.240
Albertville 1992,1500m-men,11,ITA,Roberto Sighel,00:01:57.320
Albertville 1992,1500m-men,12,JPN,Toru Aoyanagi,00:01:57.360
Albertville 1992,1500m-men,13,GER,Markus Tröger,00:01:57.420
Albertville 1992,1500m-men,14,AUT,Michael Hadschieff,00:01:57.430
Albertville 1992,1500m-men,15,GER,Peter Adeberg,00:01:57.540
Albertville 1992,1500m-men,16,POL,Pawel Jaroszek,00:01:57.800
Albertville 1992,1500m-men,16,EUN,Yuriy Shulha,00:01:57.800
Albertville 1992,1500m-men,18,CHN,Yan Fei Liu,00:01:58.440
Albertville 1992,1500m-men,19,USA,Brian Wanek,00:01:58.500
Albertville 1992,1500m-men,20,CAN,Guy Thibault,00:01:58.870
Albertville 1992,1500m-men,21,SWE,Bo König,00:01:58.940
Albertville 1992,1500m-men,22,EUN,Konstantin Kalistratov,00:01:59.020
Albertville 1992,1500m-men,23,AUS,Danny Kah,00:01:59.330
Albertville 1992,1500m-men,24,AUT,Roland Brunner,00:01:59.600
Albertville 1992,1500m-men,24,USA,Eric Flaim,00:01:59.600
Albertville 1992,1500m-men,26,SWE,Joakim Karlberg,00:02:00.010
Albertville 1992,1500m-men,27,PRK,In Chol Choi,00:02:00.360
Albertville 1992,1500m-men,28,JPN,Kazuhiro Sato,00:02:00.510
Albertville 1992,1500m-men,29,NOR,Steinar Johansen,00:02:00.790
Albertville 1992,1500m-men,30,ITA,Alessandro De Taddei,00:02:00.860
Albertville 1992,1500m-men,31,EUN,Aleksandr Klimov,00:02:00.940
Albertville 1992,1500m-men,32,USA,Christopher Shelley,00:02:01.110
Albertville 1992,1500m-men,33,ROU,Zsolt Balo,00:02:01.330
Albertville 1992,1500m-men,34,SWE,Jonas Schön,00:02:01.530
Albertville 1992,1500m-men,35,USA,Nathaniel Mills,00:02:01.540
Albertville 1992,1500m-men,36,CAN,Neal Marshall,00:02:01.620
Albertville 1992,1500m-men,37,GBR,Craig Albert Mcnicol,00:02:02.060
Albertville 1992,1500m-men,38,AUS,Phillip Tahmindjis,00:02:02.080
Albertville 1992,1500m-men,39,KOR,Yong Seok Oh,00:02:02.170
Albertville 1992,1500m-men,40,CAN,Kevin Scott,00:02:03.180
Albertville 1992,1500m-men,41,FRA,Thierry Lamberton,00:02:04.040
Albertville 1992,1500m-men,42,HUN,Csaba Madarasz,00:02:05.000
Albertville 1992,1500m-men,43,MGL,Sodnomdarjaa Altangadasyn,00:02:05.430
Albertville 1992,1500m-men,44,JPN,Keiji Shirahata,00:02:05.470
Albertville 1992,1500m-men,45,YUG,Bajro Cenanovic,00:02:12.090
Albertville 1992,1500m-women,1,GER,Jacqueline Börner,00:02:05.870
Albertville 1992,1500m-women,2,GER,Gunda Niemann Stirnemann,00:02:05.920
Albertville 1992,1500m-women,3,JPN,Seiko Hashimoto,00:02:06.880
Albertville 1992,1500m-women,4,EUN,Natalia Polozkova,00:02:07.120
Albertville 1992,1500m-women,5,GER,Monique Garbrecht Enfeldt,00:02:07.240
Albertville 1992,1500m-women,6,EUN,Svetlana Bajanova,00:02:07.810
Albertville 1992,1500m-women,7,AUT,Emese Hunyady,00:02:08.290
Albertville 1992,1500m-women,8,GER,Heike Warnicke,00:02:08.520
Albertville 1992,1500m-women,9,NED,Carla Zijlstra,00:02:08.540
Albertville 1992,1500m-women,10,EUN,Lyudmila Prokasheva,00:02:08.710
Albertville 1992,1500m-women,11,JPN,Mie Uehara,00:02:09.330
Albertville 1992,1500m-women,12,NOR,Else Ragni Yttredal,00:02:09.380
Albertville 1992,1500m-women,13,SWE,Jasmin Krohn,00:02:09.620
Albertville 1992,1500m-women,14,POL,Ewa Wasilewska,00:02:09.640
Albertville 1992,1500m-women,15,USA,Mary Ann Docter,00:02:09.660
Albertville 1992,1500m-women,16,NED,Lia Van Schie,00:02:09.700
Albertville 1992,1500m-women,17,ROU,Mihaela Dascalu,00:02:09.870
Albertville 1992,1500m-women,18,NED,Sandra Voetelink,00:02:10.310
Albertville 1992,1500m-women,19,ITA,Elena Belci,00:02:10.750
Albertville 1992,1500m-women,19,JPN,Yumi Kaeriyama,00:02:10.750
Albertville 1992,1500m-women,21,USA,Bonnie Blair,00:02:10.890
Albertville 1992,1500m-women,22,PRK,Chang Suk Chong,00:02:11.060
Albertville 1992,1500m-women,23,CHN,Qing Zhang,00:02:11.260
Albertville 1992,1500m-women,24,CHN,Jun Hong Liu,00:02:11.610
Albertville 1992,1500m-women,25,EUN,Yelena Lapuga,00:02:11.720
Albertville 1992,1500m-women,26,USA,Angela Zuckerman,00:02:13.210
Albertville 1992,1500m-women,27,USA,Tara Laszlo,00:02:13.350
Albertville 1992,1500m-women,28,ROU,Cerasela Hordobetiu,00:02:14.690
Albertville 1992,1500m-women,29,PRK,Chun Wol Kim,00:02:14.870
Albertville 1992,1500m-women,30,NOR,Edel Therese Höiseth,00:02:14.930
Albertville 1992,1500m-women,31,PRK,Hwa Son Song,00:02:15.870
Albertville 1992,1500m-women,32,HUN,Krisztina Egyed,00:02:21.110
Albertville 1992,3000m-women,1,GER,Gunda Niemann Stirnemann,00:04:19.900
Albertville 1992,3000m-women,2,GER,Heike Warnicke,00:04:22.880
Albertville 1992,3000m-women,3,AUT,Emese Hunyady,00:04:24.640
Albertville 1992,3000m-women,4,NED,Carla Zijlstra,00:04:27.180
Albertville 1992,3000m-women,5,EUN,Svetlana Boiko,00:04:28.000
